id,week,date,male,age,nationality,origin,language_1,language_2,civil,hcomp,hcomp_other,benefit_2y_1,benefit_2y_2,benefit_2y_3,educ,work_2y,work_2y_type_1,work_2y_type_2,work_2y_type_3,work_2y_type_other,exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,cont_1,cont_2,cont_3,cont_4,cont_5,cont_6,cont_7,cont_8,cont_9,cw_1,cw_2,cw_3,cw_4,cw_5,cw_6,cw_7,cw_8,cw_9,sat,exempt,exempt_reason_1,exempt_reason_2,exempt_reason_other,eff_beh_1,eff_beh_2,eff_beh_3,eff_beh_4,eff_beh_5,eff_beh_6,eff_beh_7,eff_beh_8,eff_beh_9,eff_out_1,eff_out_2,eff_out_3,eff_out_4,eff_out_5,eff_out_6,eff_out_7,intensity_pl,effort_pl,sw_01,sw_02,sw_03,sw_04,sw_05,sw_06,sw_07,sw_08,sw_09,sw_10,sw_11,sw_12,sw_13,sw_14,soc_belonging,rm_01,rm_02,rm_03,rm_04,rm_05,rm_06,rm_07,rm_08,rm_09,rm_10,rm_11,rm_12,cw,treatment,sa,sa_reason,sa_reason_other,cw_ass
1527,51,20122017,0,28,17,18,0,8,1,3,,1,,,3,2,2,8,,,3,2,5,1,4,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,10,2,,,,4,5,4,3,3,4,5,4,3,4,4,4,3,3,3,2,3,4,7,7,6,6,7,6,5,4,1,1,1,1,1,1,4,5,4,5,5,8,3,5,4,7,7,6,3,5,1,1,,,3
6056,51,21122017,1,58,0,0,0,,3,1,,2,,,3,2,1,2,,,4,2,4,2,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,10,3,,,,4,4,2,2,4,4,4,4,4,2,2,2,3,1,1,1,4,4,9,9,9,8,7,7,7,1,1,1,1,1,1,1,3,5,5,6,5,8,8,3,7,,,,,8,0,0,,,4
6615,52,27122017,0,20,0,0,0,,1,1,,1,,,3,4,,,,,4,3,3,3,3,1,5,5,5,5,5,99,99,5,5,5,5,5,5,5,5,5,5,5,8,1,5,,kann op dit moment niet werken,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,7,9,1,1,1,1,7,1,5,4,5,5,8,3,5,6,7,1,3,2,6,1,1,,,3
7137,52,27122017,1,42,1,1,0,,2,5,beschermd wonen,1,,,3,3,,,,,5,1,5,1,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,8,1,1,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,6,7,5,5,5,5,3,5,4,5,6,8,3,4,7,4,7,1,4,2,1,1,,,5
3625,52,28122017,1,33,0,0,0,,1,1,,0,,,1,2,2,,,,4,2,3,2,5,2,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,8,2,,,,4,3,2,2,3,3,4,5,3,2,3,3,4,3,3,2,2,3,4,3,4,3,3,3,3,7,7,5,7,5,7,8,2,5,4,5,5,8,2,5,6,7,1,1,2,2,1,1,,,5
9900,52,28122017,1,63,0,20,0,,3,1,,1,,,5,3,,,,,4,99,4,99,4,2,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,99,9,3,,,,1,1,4,3,4,2,2,2,2,2,2,2,1,1,1,1,1,2,8,8,8,8,8,8,8,2,2,2,1,2,1,1,3,5,4,5,5,8,2,4,8,7,1,1,2,5,1,1,,,3
5147,52,29122017,0,20,0,19,0,,1,5,bij moeder,2,,,2,2,2,,,,3,3,3,4,3,2,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,4,4,4,6,1,2,,,,,,,,,,,,,,,,,,,,,5,4,5,4,4,4,4,4,7,1,5,6,4,4,2,5,4,5,5,8,8,3,1,4,2,4,6,14,0,0,,,3
2997,1,2012018,1,31,0,17,0,,1,1,,3,4,,3,3,,,,,4,2,4,2,5,2,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,8,3,,,,2,3,3,2,3,3,4,4,3,4,4,4,3,2,3,3,3,4,5,8,8,8,8,8,8,1,2,2,5,3,1,1,4,5,4,5,5,8,1,5,6,7,1,1,2,1,1,1,,,4
7376,1,3012018,0,42,0,0,0,,3,3,,4,,,3,3,,,,,4,2,4,2,4,2,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,5,4,4,8,2,1,,,,,,,,,,,,,,,,,,,,,5,7,6,6,6,7,7,3,3,2,5,2,2,2,4,5,4,5,5,8,3,5,4,1,1,7,8,3,1,1,,,4
6938,1,3012018,0,28,0,0,0,,1,1,,0,,,5,4,,,,,4,4,4,4,4,1,4,4,4,5,4,3,3,4,5,5,5,5,5,5,5,5,5,5,9,1,1,,,,,,,,,,,,,,,,,,,,,3,2,1,1,3,3,4,7,7,6,7,3,8,8,2,5,4,5,5,8,2,5,8,7,1,1,2,4,1,1,,,4
8212,1,3012018,1,62,0,0,0,,1,1,,1,,,5,3,,,,,5,1,4,1,5,1,5,5,5,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,10,3,,,,2,2,4,2,4,4,4,4,4,2,2,2,2,2,2,3,5,5,3,4,4,1,3,3,4,5,6,2,7,2,6,6,4,5,4,5,5,8,3,5,6,7,1,1,2,1,1,1,,,4
3622,1,3012018,1,30,0,0,0,,1,1,,0,,,5,2,3,9,,vakantiebaan,4,2,4,1,4,2,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,5,8,2,,,,4,4,4,2,3,3,5,5,4,2,4,4,3,3,3,3,3,4,7,4,7,6,7,6,6,7,6,1,2,5,3,4,4,5,4,5,5,8,2,5,6,7,1,1,2,5,1,1,,,4
3085,1,4012018,1,21,0,0,0,,1,5,bij plegevader,2,,,1,2,3,,,,4,2,4,2,3,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,9,3,,,,4,4,3,3,3,4,4,5,3,3,4,2,3,2,2,3,1,3,3,3,3,2,3,3,3,6,4,1,2,2,4,7,2,5,4,5,5,8,4,5,7,7,1,1,7,6,1,1,,,4
6133,1,4012018,1,59,0,20,0,,2,2,,0,,,3,1,1,,,,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,6,4,3,5,7,1,2,2,8,8,0,0,,,4
6934,1,4012018,0,54,8,21,0,,2,2,,0,,,4,3,,,,,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,3,,,,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,7,9,9,5,7,7,9,1,1,1,1,1,1,1,5,5,2,5,5,8,2,7,2,3,4,1,3,8,0,0,,,4
4969,2,11012018,1,58,0,0,0,,1,1,,1,2,,4,2,2,3,,,4,2,5,2,4,3,5,5,5,4,4,99,99,1,4,99,99,99,99,99,99,99,99,99,8,3,,,,5,5,5,3,5,4,5,5,2,2,3,2,1,1,1,1,1,3,1,9,9,5,7,7,9,1,5,1,1,1,1,1,3,5,4,5,5,8,3,5,6,7,1,1,4,4,1,1,,,5
3698,2,12012018,1,32,0,0,0,,1,2,,5,,,3,1,8,,,,4,2,4,2,2,2,4,2,4,4,4,99,99,4,4,5,4,5,5,5,5,5,5,5,10,1,1,,,,,,,,,,,,,,,,,,,,,4,7,7,5,5,5,6,6,5,2,2,2,2,2,2,5,4,5,5,8,4,5,7,7,7,5,7,2,1,1,,,4
2475,2,12012018,0,28,0,22,0,,1,2,,1,,,4,2,2,,,,4,1,4,4,3,1,4,4,3,4,3,2,2,4,2,4,3,4,4,3,4,4,3,3,6,3,,,,3,1,1,1,5,5,5,5,5,3,3,3,,,,,,,5,5,5,5,5,4,5,5,5,1,1,1,1,9,5,5,2,5,3,8,3,3,2,3,3,8,3,2,1,1,,,4
4068,2,12012018,0,60,0,0,0,,3,1,,0,,,4,1,4,8,,,5,2,4,1,5,1,5,5,5,4,4,4,4,5,4,5,5,4,5,3,5,5,4,5,10,3,,,,5,5,5,4,5,4,5,5,5,3,5,5,4,4,5,3,2,4,5,5,5,5,5,5,8,2,5,2,1,1,5,3,3,5,5,5,6,8,3,5,7,7,4,5,2,8,0,0,,,4
7810,2,12012018,0,25,0,0,0,,1,3,,2,,,3,2,3,,,,4,2,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,3,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,9,9,9,9,9,9,9,9,5,5,5,5,5,5,3,5,4,5,6,8,2,5,2,1,6,4,3,7,1,1,,,5
1113,2,12012018,1,23,0,21,0,,1,5,met vader,0,,,3,2,3,,,,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,3,,,,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,5,5,5,6,6,6,6,6,6,4,4,3,1,,5,4,5,5,4,3,5,4,3,3,3,3,14,0,0,,,4
5006,2,12012018,0,45,2,2,0,6,3,3,,1,,,5,2,2,,,,99,99,99,99,4,,4,99,4,4,4,99,99,4,99,5,4,5,4,99,4,4,5,5,8,1,2,,,,,,,,,,,,,,,,,,,,,1,4,6,4,5,6,7,4,8,8,2,8,7,9,2,5,4,5,5,8,3,5,8,7,1,1,2,5,1,1,,,3
2706,3,15012018,1,56,0,0,0,,1,1,,0,,,5,1,4,,,,99,1,3,3,5,1,5,5,5,5,5,4,4,4,4,4,5,5,5,4,5,5,4,4,8,2,,,,2,2,3,3,4,4,4,4,3,3,2,3,2,1,1,2,2,4,4,6,5,7,5,5,5,5,3,3,5,8,5,5,2,5,4,5,6,8,2,5,6,7,7,1,6,5,1,1,,,3
9050,3,16012018,1,26,0,0,0,,1,1,,0,,,5,1,2,,,,5,4,4,2,4,1,3,5,3,4,4,4,4,5,4,4,5,4,4,4,4,5,4,5,7,3,,,,4,4,4,3,4,3,5,5,4,4,4,4,4,4,2,3,3,4,7,7,6,4,4,5,6,6,5,4,5,4,6,6,3,5,4,5,5,6,3,5,6,7,1,1,6,6,1,1,,,4
7089,4,22012018,0,33,0,23,9,,3,3,,0,,,0,3,,,,,3,2,2,3,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,2,8,4,,,,3,2,2,,3,3,3,3,,,,,,,,,5,3,,,,,,,,,,,,,,,2,5,2,,,8,3,,,,4,4,7,2,1,1,,,3
8491,4,23012018,0,58,0,0,0,,1,1,,2,,,2,1,8,,,,4,2,2,5,2,2,4,4,3,4,4,99,99,4,4,5,5,5,5,5,5,5,5,5,10,1,5,,WSW indicatie,,,,,,,,,,,,,,,,,,,9,7,7,8,8,8,7,3,3,3,3,3,3,3,6,5,4,5,2,8,3,5,1,7,7,4,1,2,1,1,,,3
8205,4,23012018,0,26,0,0,0,10,1,1,,0,,,1,1,1,,,,2,4,1,4,3,3,2,2,2,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,9,3,,,,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,2,5,1,1,1,1,1,1,1,9,9,8,5,5,5,5,2,5,5,5,5,8,3,8,3,7,2,5,4,4,1,1,,,5
7637,4,23012018,1,39,0,0,0,,1,1,,0,,,4,2,3,,,,5,2,4,2,2,2,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,4,5,10,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,1,1,1,1,9,9,5,5,5,5,9,2,5,4,5,5,,,,,1,7,1,4,3,1,1,,,4
3651,4,24012018,0,65,0,0,0,,3,1,,2,,,1,2,2,,,,4,1,3,3,4,3,3,4,3,4,4,4,4,3,5,5,99,5,5,99,5,5,5,5,8,3,,,,5,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,,4,2,1,7,2,1,1,5,1,1,1,1,1,1,1,1,5,5,5,4,4,,2,,7,,,,4,1,1,,,5
2567,4,25012018,1,49,0,0,0,,1,1,,2,,,4,2,3,8,,,4,2,4,1,3,1,5,3,5,5,5,4,3,4,3,5,4,4,5,3,4,4,3,4,7,3,,,,4,5,5,3,3,5,5,5,5,1,1,3,1,1,1,1,2,4,4,8,7,3,7,7,8,3,4,2,2,6,2,4,3,5,4,5,5,8,3,5,8,7,1,4,6,4,1,1,,,5
5893,4,25012018,0,53,0,0,0,,3,1,,1,2,,3,1,2,,,,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,3,,,,5,2,3,1,2,2,2,3,3,2,2,3,3,3,3,2,5,3,7,7,7,4,8,8,7,1,1,1,1,1,1,1,1,5,4,5,1,8,3,6,4,8,3,2,1,2,1,1,,,5
6771,5,29012018,1,21,0,0,0,,1,5,inwonend bij ouders,0,,,3,2,3,,,,4,3,4,2,4,2,5,4,4,4,4,5,4,4,3,5,4,4,4,4,4,2,4,4,6,3,,,,4,5,4,3,3,4,4,5,4,3,3,3,2,1,3,3,1,4,3,2,4,1,2,2,4,6,8,5,4,1,4,9,2,5,4,4,5,8,2,5,4,7,7,1,7,6,1,1,,,3
4403,5,29012018,0,47,0,0,0,,1,3,,4,,,3,3,,,,,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,1,1,,,,,,,,,,,,,,,,,,,,,5,7,7,5,7,7,6,3,2,1,1,1,1,1,4,5,4,,6,8,5,4,8,3,7,4,4,9,0,0,,,4
4661,5,30012018,1,18,0,0,0,,1,5,inwonend bij ouders,0,,,3,2,9,,,,4,2,4,2,4,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,8,4,,,,3,3,3,4,3,3,3,3,3,4,3,3,3,2,3,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,4,8,2,5,1,,4,6,8,12,0,0,,,5
1791,5,31012018,0,39,0,2,0,2,1,5,inwonend bij moeder,1,2,,3,2,2,,,,3,99,4,99,3,99,5,5,4,4,4,5,4,3,3,4,3,4,4,4,4,3,3,4,8,3,,,,4,2,4,1,3,3,4,4,3,3,3,3,2,2,2,2,5,5,4,4,5,4,3,3,3,3,3,4,3,8,4,3,2,5,4,5,5,8,3,5,5,7,1,1,4,11,0,0,,,4
7734,5,1022018,1,58,0,20,0,,1,1,,1,,,5,1,8,,,,5,1,5,1,3,1,5,5,4,4,4,5,5,5,4,5,4,4,4,4,4,4,3,3,7,3,,,,3,4,4,2,3,3,3,3,3,2,3,3,2,3,2,2,2,4,6,6,6,4,6,6,6,2,2,1,1,1,1,1,3,5,5,,,,,,,,,,,1,1,1,,,3
1451,5,1022018,0,52,0,0,0,,2,4,,0,,,1,3,,,,,5,2,4,4,2,2,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,8,3,,,,3,2,2,2,2,2,3,4,4,2,3,1,1,1,3,3,0,1,5,5,4,5,4,3,3,3,4,3,7,7,9,8,4,5,4,6,1,4,4,4,2,1,1,3,4,10,0,0,,,4
8343,5,1022018,0,52,0,0,0,,2,4,,1,,,2,1,4,,,,5,2,5,2,5,1,5,4,4,4,4,3,3,4,4,5,5,5,5,4,5,5,4,4,9,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,8,8,5,8,2,2,2,2,5,4,6,3,4,4,5,4,1,2,5,7,10,0,0,,,4
5725,5,2022018,1,23,0,24,0,,1,1,,2,,,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,4,2,1,1,1,2,2,2,1,2,1,2,1,1,1,0,0,1,1,1,1,1,1,1,9,9,8,8,3,8,9,2,,,,,6,3,5,7,7,1,4,2,6,1,1,,,4
6044,6,5022018,0,53,0,0,0,,3,3,,1,,,3,3,,,,,5,2,4,1,4,1,5,5,5,5,5,99,4,4,4,5,5,5,5,5,5,5,5,5,8,1,5,,kom in traject terecht te kijken wat ik kann,,,,,,,,,,,,,,,,,,,7,7,7,6,7,7,7,2,5,1,3,1,5,1,4,5,4,5,5,8,4,5,7,7,1,1,6,1,1,1,,,4
8797,6,5022018,0,64,0,1,0,,3,1,,0,,,5,2,2,,,,4,4,2,4,3,3,4,4,4,3,3,4,4,4,3,5,5,5,4,5,5,4,4,5,6,3,,,,3,4,4,3,3,3,3,3,2,2,2,2,3,3,2,1,4,3,1,1,2,2,2,2,3,3,2,8,9,8,9,9,1,2,4,,,8,3,4,3,7,4,8,4,5,1,1,,,2
8894,6,8022018,1,19,0,,0,,1,5,groep,1,,,2,2,2,,,,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,1,5,,not readable,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,5,5,5,6,8,4,8,1,7,7,3,4,4,1,1,,,4
3956,6,8022018,1,48,0,0,0,,1,1,,1,,,4,1,1,8,,,5,2,5,1,5,1,5,5,4,4,4,4,4,4,4,4,4,5,3,4,4,4,5,5,9,3,,,,4,5,5,2,4,5,5,5,5,5,5,5,3,3,4,2,5,4,5,7,6,5,5,6,8,7,5,2,3,2,2,5,3,5,4,5,5,8,2,5,6,7,1,1,3,5,1,1,,,4
5715,7,14022018,1,34,0,1,0,,1,3,,1,,,1,3,,,,,4,99,5,5,4,4,4,4,4,4,4,3,3,2,2,4,4,4,3,4,3,2,2,3,7,1,2,,,3,3,3,2,3,1,2,4,3,1,1,1,1,1,1,1,3,2,9,9,9,9,9,9,9,9,9,5,5,5,7,9,3,5,2,2,6,8,4,8,6,5,3,2,7,14,0,0,,,3
7527,7,14022018,0,26,0,1,0,,1,4,,3,4,,4,3,,,,,3,3,4,3,2,4,4,3,3,4,3,99,99,5,99,5,4,3,3,4,4,4,3,3,6,1,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,6,6,5,5,5,5,4,8,8,8,5,7,7,7,3,5,4,5,5,8,3,3,1,7,3,,8,14,0,0,,,3
9613,8,19022018,0,33,0,0,0,,1,3,,2,,,4,2,2,,,,4,2,5,2,4,1,3,3,2,4,4,4,2,4,2,4,4,3,3,4,3,3,3,4,7,3,,,,3,3,3,5,4,4,5,5,5,4,5,5,3,3,3,1,1,4,6,6,6,4,6,6,5,5,3,1,1,1,1,1,,,5,5,5,8,,,,,,,,10,0,0,,,3
2087,8,19022018,1,48,0,0,0,,3,1,,2,,,4,3,,,,,3,3,4,2,3,1,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,8,3,,,,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,2,4,3,3,3,3,3,3,3,4,5,2,3,3,5,6,3,5,4,5,5,8,3,5,1,,,,,9,0,0,,,
3996,8,21022018,0,59,25,25,0,,3,5,samenwonend met moeder,1,4,,5,2,8,,,,5,4,5,4,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,10,4,,,,4,5,3,3,3,3,4,3,4,1,1,1,2,1,1,1,2,3,4,5,3,2,2,3,5,8,6,6,5,5,4,7,2,,4,1,3,8,3,5,1,7,,,,4,1,1,,,5
7413,9,27022018,0,26,0,26,0,,1,2,,0,,,5,3,,,,,4,4,4,4,4,1,4,4,4,3,3,3,2,3,3,5,4,4,4,4,4,4,3,4,6,2,,,,2,3,1,1,1,5,3,5,1,1,1,3,1,1,1,3,2,5,1,1,1,1,1,1,1,9,9,9,9,1,9,9,2,5,4,5,5,8,2,5,8,7,1,3,2,14,0,0,,,4
4861,9,28022018,0,20,0,0,0,,1,1,,0,,,5,2,3,8,,,2,3,2,3,1,3,5,2,3,2,99,99,99,99,2,4,3,3,4,3,4,3,2,3,6,1,5,,ik heb werk gevonden,,,,,,,,,,,,,,,,,,,7,7,7,6,7,7,8,3,3,5,4,4,4,3,6,5,4,5,5,8,2,5,6,7,1,1,6,2,1,1,,,4
2112,9,28022018,1,29,0,2,0,,1,1,,0,,,0,2,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,1,,,,,,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,,6,6,6,6,,5,5,5,6,3,2,7,3,8,4,4,4,4,1,1,,,3
9703,9,28022018,0,30,0,20,0,,1,5,inwonend bij ouders,0,,,5,1,8,,,,4,1,5,2,5,1,4,4,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,9,2,,,,3,4,2,3,2,2,4,4,4,3,4,4,3,2,3,3,2,3,5,4,4,4,4,5,6,5,6,5,5,7,3,7,2,5,4,5,4,8,3,8,4,7,7,1,7,4,1,1,,,5
2572,9,28022018,1,53,0,0,0,,3,1,,0,,,4,1,2,,,,5,2,4,2,5,1,5,5,4,5,5,4,3,5,3,5,5,5,4,4,4,4,4,5,9,1,2,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,3,4,4,6,6,3,5,4,1,5,8,4,4,7,7,6,1,3,10,0,0,,,4
4169,10,5032018,0,64,0,0,0,,3,1,,4,6,,1,3,,,,,4,1,4,1,4,1,5,4,5,4,4,99,99,4,4,5,5,5,5,5,5,5,5,5,10,1,1,,,,,,,,,,,,,,,,,,,,,7,6,6,5,6,6,4,4,2,1,1,1,1,1,5,4,,,,,,,,,,,,10,0,0,,,4
8457,10,5032018,0,60,0,0,0,,3,1,,2,,,3,3,,,,,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,3,,,,5,5,5,1,5,5,5,5,5,1,3,3,2,2,2,2,1,4,8,8,8,8,8,8,8,1,1,1,1,1,1,1,3,5,2,5,5,4,3,5,7,7,7,4,7,1,1,1,,,4
4564,10,5032018,1,27,0,0,0,,1,5,inwonend bij ouders,2,,,3,2,2,,,,4,1,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,8,3,,,,5,5,5,4,4,4,5,5,5,4,4,5,4,4,4,5,5,5,8,9,8,8,7,7,9,1,1,1,1,6,1,2,3,5,4,5,,8,3,5,1,3,7,1,7,3,1,1,,,4
1167,10,5032018,0,57,0,0,0,,3,1,,2,,,3,2,1,2,,,3,99,4,1,5,1,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,4,3,4,8,,,,,,,,,,,,,,,,,,,,,,,7,7,8,7,8,8,9,7,6,5,5,1,1,3,3,5,4,5,6,8,3,5,8,7,2,5,7,5,1,1,,,3
9956,10,6032018,1,19,0,0,0,,1,5,inwonend bij ouders,0,,,3,2,2,,,,4,2,4,2,3,99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,99,3,8,3,,,,4,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,1,4,8,8,9,8,9,9,8,1,2,1,1,3,1,1,2,5,4,5,4,8,2,5,2,7,1,3,7,6,1,1,,,4
3990,10,7032018,0,49,0,0,0,,4,1,,4,,,3,3,,,,,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,9,4,,,,4,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,9,2,3,5,1,1,,,,,,,,,,,,,,4,1,1,,,4
8860,10,7032018,0,46,0,0,0,,1,3,,0,,,3,3,,,,,4,2,4,2,4,1,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,5,8,1,3,,,,,,,,,,,,,,,,,,,,,6,6,8,4,8,8,7,2,2,1,5,1,1,6,3,5,4,5,5,8,3,5,3,7,1,1,3,9,0,0,,,4
4496,10,9032018,1,26,0,0,0,,1,5,inwonend bij ouders,2,,,3,2,2,,,,99,99,99,99,99,99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,2,,,,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,7,7,3,3,5,5,8,1,5,4,5,3,3,3,5,7,5,3,8,8,6,1,1,,,
5719,11,13032018,0,26,0,0,0,,1,5,alleen in begeleid wonen project,0,,,4,4,,,,,3,4,3,4,4,1,4,3,4,2,2,3,2,1,4,5,3,4,4,3,4,4,4,4,6,4,,,,3,2,3,1,1,2,5,5,2,2,2,3,2,2,2,3,,3,3,4,5,2,6,6,5,7,7,4,7,5,6,8,1,5,4,5,5,8,2,5,7,7,1,1,2,9,0,0,,,5
6975,11,15032018,1,44,7,7,0,,1,1,,1,,,4,3,,,,,5,,3,2,5,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,8,2,,,,3,5,4,3,3,3,4,4,4,3,3,3,2,2,2,2,2,4,1,5,5,2,2,2,5,5,5,5,5,5,5,5,2,5,4,5,5,8,,5,7,5,7,4,5,9,0,0,,,4
3212,11,16032018,1,25,0,0,0,,1,1,,0,,,4,2,1,2,,,4,1,4,1,4,1,5,5,4,5,4,4,4,4,4,5,4,4,4,4,5,5,4,5,9,1,1,,,,,,,,,,,,,,,,,,,,,3,5,5,4,5,5,5,5,2,1,1,3,1,5,2,5,5,5,3,8,6,5,2,7,5,8,1,6,1,1,,,4
3151,13,27032018,1,43,0,0,0,,1,3,,3,,,3,3,,,,,5,1,5,2,5,1,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,9,2,,,,2,2,1,2,2,2,2,3,2,1,1,2,1,1,1,1,5,4,4,3,5,3,2,7,5,5,7,6,3,1,2,4,2,5,4,5,6,8,2,5,8,7,1,1,2,10,0,0,,,4
1401,13,28032018,1,63,0,0,0,,4,1,,2,3,,4,3,,,,,1,3,3,3,3,1,4,3,4,4,4,3,3,4,5,5,5,5,4,4,5,5,5,4,8,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,7,2,2,2,2,2,2,2,5,4,6,5,8,4,5,3,1,7,3,2,2,1,1,,,3
7201,13,28032018,1,48,0,0,0,,1,1,,0,,,5,3,,,,,5,2,5,1,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,10,1,2,,,,,,,,,,,,,,,,,,,,,9,8,9,9,9,9,9,3,2,1,1,1,1,1,5,5,4,5,5,8,5,5,4,7,1,1,6,4,1,1,,,5
9080,13,29032018,1,58,0,0,0,,1,1,,1,,,3,3,,,,,4,2,4,2,4,2,4,4,4,4,4,4,99,4,4,5,5,5,5,4,4,5,5,5,8,3,,,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,8,3,4,3,5,3,6,4,3,5,3,3,4,3,2,,,,,,,,,,,,,4,1,1,,,5
2858,13,30032018,0,65,0,0,0,,1,3,,0,,,3,3,,,,,4,3,2,4,4,3,4,4,4,4,4,99,99,4,4,4,4,4,4,4,4,4,4,4,8,2,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,5,5,4,5,5,4,4,4,5,5,3,5,4,5,6,3,3,5,6,3,7,6,7,5,1,1,,,3
1799,13,30032018,0,27,0,0,0,,1,5,inwonend bij ouders,0,,,3,2,2,,,,3,2,2,4,5,2,5,4,4,4,99,99,99,5,4,5,5,5,5,5,5,5,5,5,8,2,,,,3,3,1,1,1,1,3,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,9,9,5,9,5,9,9,1,,,,,,,,,,,,,4,1,1,,,3
5264,14,3042018,1,33,0,0,0,,1,5,inwonend bij ouders,0,,,5,2,2,,,,5,2,5,2,5,1,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,9,3,,,,4,4,4,1,3,4,4,4,5,3,4,4,3,4,4,3,3,4,4,5,5,3,3,3,3,5,7,4,4,1,4,6,3,5,4,5,5,8,2,5,6,7,1,1,2,3,1,1,,,4
